REGIONID,DUID,AssetType,SiteName,Owner,TechnologyType,FuelType
 NSW1 ,JACKSGUL,Existing Plant,Jacks Gully,EDL LFG NSW Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 QLD1 ,,Project,Jackson North BESS,Equis Energy (Australia) Projects (Ngumi 6) Pty Ltd as trustee for the Equis Energy(Australia) Ngumi 6 Asset Trust, Storage - Battery ,Other - Other
 VIC1 ,JLA01,Existing Plant,Jeeralang A,EnergyAustralia Ecogen Py Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,JLA02,Existing Plant,Jeeralang A,EnergyAustralia Ecogen Py Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,JLA03,Existing Plant,Jeeralang A,EnergyAustralia Ecogen Py Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,JLA04,Existing Plant,Jeeralang A,EnergyAustralia Ecogen Py Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,JLB01,Existing Plant,Jeeralang B,EnergyAustralia Ecogen Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,JLB02,Existing Plant,Jeeralang B,EnergyAustralia Ecogen Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,JLB03,Existing Plant,Jeeralang B,EnergyAustralia Ecogen Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,JEMALNG1,Existing Plant,Jemalong Solar,Genex Power, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Jeremiah Wind Farm,Squadron Energy Services Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,JNDABNE1,Existing Plant,Jindabyne,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water
 NSW1 ,,Project,Jindera BESS - Storage - KCI,BESS Atlantic, Storage - Battery ,Other - Other
 NSW1 ,,Project,Jindera Solar Farm,Jindera Solar Farm Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,,Project,Joel BESS,ACEnergy Pty Ltd, Storage - Battery ,Other - Other
 TAS1 ,JBUTTERS,Existing Plant,John Butters,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 NSW1 ,JOUNAMA1,Existing Plant,Jounama,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water
 NSW1 ,JRBATT1,Project,Junction Rivers,Junction Rivers Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,JRWF1,Project,Junction Rivers,Junction Rivers Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,JUNEESF1,Existing Plant,Junee Solar Farm,Junee Operationsco Pty Ltd as trustee for Junee Operations Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Juno BESS,Tilt Renewables Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Juno Wind Farm,Tilt Renewables Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,KABANWF1,Existing Plant,Kaban Wind Farm,Kaban Wind Farm Trust, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Kaloya Moa Standalone BESS,Samsung C&T Renewable Energy Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Kangaroo Hills Wind Farm,Origin Energy Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Kangaroo Hills Wind Farm,Origin Energy Pty Ltd, Storage - Battery ,Wind - Wind
 NSW1 ,,Project,Kangaroo Valley BESS,FIrm Power P/L, Storage - Battery ,Other - Other
 VIC1 ,KARSF1,Existing Plant,Karadoc Solar Farm,Iraak Sun Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Karara BESS - KCI,ACCIONA Energy, Storage - Battery ,Other - Other
 QLD1 ,KAREEYA1,Existing Plant,Kareeya,CleanCo Queensland Limited, Hydro - Run of River ,Hydro - Water
 QLD1 ,KAREEYA2,Existing Plant,Kareeya,CleanCo Queensland Limited, Hydro - Run of River ,Hydro - Water
 QLD1 ,KAREEYA3,Existing Plant,Kareeya,CleanCo Queensland Limited, Hydro - Run of River ,Hydro - Water
 QLD1 ,KAREEYA4,Existing Plant,Kareeya,CleanCo Queensland Limited, Hydro - Run of River ,Hydro - Water
 QLD1 ,KAREEYA5,Existing Plant,Kareeya 5,CleanCo Queensland Limited, Hydro - Dam ,Hydro - Water
 QLD1 ,,Project,Kariboe Wind Farm,Kariboe Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Karma Wind Farm - KCI,NEMMCOCI Karma Pty Ltd as trustee for the CI Karma Trust, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,KEEPIT,Existing Plant,Keepit,GSP Energy Pty Ltd, Hydro - Dam ,Hydro - Water
 QLD1 ,,Project,Kelsey Creek Solar Farm,BayWa r.e. Solar Project Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,KEPSF1,Existing Plant,Kennedy Energy Park - Phase 1 - Solar,Windlab / Eurus, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,KEPBG1,Existing Plant,Kennedy Energy Park - Phase 1 - Storage,Windlab/Eurus, Storage - Battery ,Other - Other
 QLD1 ,KEPWF1,Existing Plant,Kennedy Energy Park - Phase 1 - Wind,Windlab / Eurus, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Kentbruck Green Power Hub,Neoen Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Kerang BESS,Kerang Bess Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Kerang Hybrid,Kerang Power Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Kerang Hybrid,Kerang Power Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Kerang Solar Farm,Acciona Energy Australia Global, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Kerang Solar Farm Green Switch,Kerang Solar Plant Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Kerrawary Power Station,Origin Energy, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,,Project,Kerrs Creek Wind Farm,RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Kestrel Waste Coal Mine Gas Power Station,Enernet Kestrel Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas
 VIC1 ,KIAMBE,Project,Kiamal BESS,TotalEnergies Renewables Australia, Storage - Battery ,Other - Other
 VIC1 ,KIAMSF1,Existing Plant,Kiamal Solar Farm - Stage 1,KSF Project Nominees Pty Ltd ATF KSF Project Trust, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Kiamal Solar Farm - Stage 2,KSF2 Project Nominees Pty Ltd ATF KSF2 Project Trust, Storage - Battery ,Solar - Solar
 VIC1 ,,Project,Kiamal Solar Farm - Stage 2,KSF2 Project Nominees Pty Ltd ATF KSF2 Project Trust, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,KiataWF1,Existing Plant,Kiata Wind Farm,Kiata ProjectCo Pty Ltd atf Kiata Project Trust, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Kidston Pumped Storage Hydro Project 250MW,Genex Power Ltd, Storage - Pumped hydro ,Hydro - Water
 QLD1 ,KSP1,Existing Plant,Kidston Solar Project Phase One 50MW,Genex Power Limited, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Kidston Solar Project Phase Two 270MW,Genex Power Limited, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Kidston Stage 3 Wind Project,Genex Power Limited, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Kidston Wind Farm - KCI,Kidston (Wind Farm) Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,KIEWA VALLEY BESS,KIEWA VALLEY BESS NOMINEES PTY LTD on behalf of KIEWA VALLEY BESS Trust, Storage - Battery ,Other - Other
 QLD1 ,KINGASF1,Existing Plant,Kingaroy Solar Farm,Kingaroy PropertyCo Pty Ltd as trustee for Kingaroy Property Trust, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Kingfisher Solar Storage - Solar,Lyon Solar, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Kingfisher Solar Storage - Storage,Lyon Solar, Storage - Battery ,Other - Other
 NSW1 ,,Project,Kings Plain Wind Farm,Enerfin Energy Services Pty Ltd., Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Kingswood BESS,Iberdrola Australia Development Pty Ltd., Storage - Battery ,Other - Other
 QLD1 ,,Project,Koberinga Solar Farm,ESCO Pacific, Solar PV - Fixed ,Solar - Solar
 QLD1 ,KPP_1,Existing Plant,Kogan Creek,Kogan Creek Power Station Pty Ltd, Turbine - Steam Super Critical ,Fossil - Black Coal
 SA1 ,,Project,Koolunga Battery Energy Storage System 1,Equis Energy (Australia) Projects (Ngumi 6) Pty Ltd as trustee for the Equis Energy (Australia) Ngumi 6 Asset Trust, Storage - Battery ,Other - Other
 SA1 ,,Project,Koolunga Battery Energy Storage System 2,Equis Energy (Australia) Projects (Ngumi 6) Pty Ltd as trustee for the Equis Energy (Australia) Ngumi 6 Asset Trust, Storage - Battery ,Other - Other
 VIC1 ,,Project,Koorangie Energy Storage System,Edify Energy, Storage - Battery ,Other - Other
 NSW1 ,,Project,Kurri Kurri Battery,CEP Energy, Storage - Battery ,Other - Other
 VIC1 ,,Project,Kut Wut Brataualung,NEMMCO, Wind Turbine - Offshore ,Wind - Wind
 VIC1 ,,Project,Kyabram Wind Farm,FERA Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,LADBROK1,Existing Plant,Ladbroke Grove,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,LADBROK2,Existing Plant,Ladbroke Grove,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,LKBONNY1,Existing Plant,Lake Bonney 1 Wind Farm,Lake Bonney Wind Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,LKBONNY2,Existing Plant,Lake Bonney 2 Wind Farm,Lake Bonney Wind Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,LKBONNY3,Existing Plant,Lake Bonney 3 Wind Farm,Lake Bonney Wind Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,LBB1,Existing Plant,Lake Bonney Battery Energy Storage,Lake Bonney BESS Pty Limited, Storage - Battery ,Other - Other
 TAS1 ,LK_ECHO,Existing Plant,Lake Echo,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 NSW1 ,,Project,Lake Lyell Pumped Hydro,EnergyAustralia NSW Pty Ltd, Hydro - Dam ,Hydro - Water
 NSW1 ,,Project,Lake Victoria Energy Park - KCI,Lake Victoria Wind Farm Pty Ltd atf Lake Victoria Wind Farm unit trust, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Lake Victoria Energy Park - KCI,Lake Victoria Wind Farm Pty Ltd atf Lake Victoria Wind Farm unit trust, Storage - Battery ,Other - Other
 QLD1 ,,Project,Lakeland Wind Farm,Lakeland Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Lambruk Solar Project,Venn Energy Pty Ltd / Acacia Solar Project Pty Ltd., Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Lancaster Solar Farm,Ox2 Holdings Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Latrobe Solar Farm,Canadian Solar (Australia) Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,LaTrobe Valley BESS,Tilt Renewables Australia Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,LNGS1,Existing Plant,Laverton North,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,LNGS2,Existing Plant,Laverton North,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,,Project,Learmonth BESS,Torchlight Energy Group, Storage - Battery ,Other - Other
 SA1 ,,Project,Leigh Creek Energy Project,Leigh Creek Energy, Turbine - Steam Sub Critical ,Other - Other
 TAS1 ,LEM_WIL,Existing Plant,Lemonthyme / Wilmot,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 TAS1 ,LEM_WIL,Existing Plant,Lemonthyme / Wilmot,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 VIC1 ,HEPWIND1,Existing Plant,Leonards Hill,Hepburn Community Wind Park Co-operative Limited, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Lerida BESS,Elgin EnergyP/L, Storage - Battery ,Other - Other
 NSW1 ,,Project,Lerida Solar Farm,Elgin EnergyP/L, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Liddell BESS,MACQGEN, Storage - Battery ,Other - Other
 QLD1 ,,Project,Lilyvale BESS - KCI,Acen Australia, Storage - Battery ,Other - Other
 QLD1 ,LILYSF1,Existing Plant,Lilyvale Solar Farm,Lilyvale Asset Co Pty Ltd ATF Lilyvale Asset Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Limondale BESS,LIMONDALE BATTERY PTY. LTD, Storage - Battery ,Other - Other
 NSW1 ,LIMOSF11,Existing Plant,Limondale Solar Farm 1,Limondale Sun Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,LIMOSF21,Existing Plant,Limondale Solar Farm 2,Limondale Sun Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,LGAPBS1,Project,LINCOLN GAP BESSBDU,Lincoln Gap Wind Farm (Operations) Pty Ltd, Storage - Battery ,Other - Other
 SA1 ,LGAPWF1,Existing Plant,Lincoln Gap Wind Farm - stage 1,Lincoln Gap Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,LGAPWF2,Existing Plant,Lincoln Gap Wind Farm - Stage 2,Lincoln Gap Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,,Project,Lincoln Gap Wind Farm stage 3,Nexif RATCH Energy Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,,Project,Lindley BESS,NEMMCO, Storage - Battery ,Other - Other
 NSW1 ,,Project,Lindsay Gap BESS,Acciona Energy Australia Global, Storage - Battery ,Other - Other
 SA1 ,,Project,Lionsgate Battery,CEP Energy, Storage - Battery ,Other - Other
 VIC1 ,,Project,Little River BESS,ACEnergy Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Little River Solar Farm - KCI,Clean Technology Partners, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Liverpool Range Wind Farm,Liverpool Range Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Lockhart Hybrid Facility - Battery,Better Energy Technology Pty Ltd, Storage - Battery ,Solar - Solar
 NSW1 ,,Project,Lockhart Hybrid Facility - Solar,Better Energy Technology Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Lockyer BESS - KCI,Lockyer Energy Management Pty, Storage - Battery ,Other - Other
 QLD1 ,,Project,Lockyer Valley Energy Project,Quinbrook Asset Management as Trustee for The Australian Clean Power Trust, Turbine - OCGT ,Fossil - Natural Gas
 QLD1 ,,Project,Lockyer Valley Energy Project,Quinbrook Asset Management as Trustee for The Australian Clean Power Trust, Storage - Battery ,Solar - Solar
 QLD1 ,,Project,Lockyer Valley Energy Project,Quinbrook Asset Management as Trustee for The Australian Clean Power Trust, Storage - Battery ,Solar - Solar
 QLD1 ,LRSF1,Existing Plant,Longreach Solar Farm,Longreach Asset Company, Solar PV - Fixed ,Solar - Solar
 SA1 ,LONSDALE,Existing Plant,Lonsdale,Lumo Generation SA Pty Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel
 QLD1 ,,Project,Lotus Creek Wind Farm,CSENERGY, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Lovely Banks Renewable Energy Hub - KCI,Syncline Energy Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Lower Wonga BESS,Equis Energy (Australia) Projects (Ngumi 7) Pty Ltd as trustee for the Equis Energy(Australia) Ngumi 7 Asset Trust, Storage - Battery ,Other - Other
 QLD1 ,,Project,Lower Wonga BESS - KCI,Lightsource BP, Storage - Battery ,Other - Other
 QLD1 ,,Project,Lower Wonga Solar Farm - KCI,Lower Wonga Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,LYA1,Existing Plant,Loy Yang A Power Station,AGL Loy Yang Marketing Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Brown Coal
 VIC1 ,LYA2,Existing Plant,Loy Yang A Power Station,AGL Loy Yang Marketing Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Brown Coal
 VIC1 ,LYA3,Existing Plant,Loy Yang A Power Station,AGL Loy Yang Marketing Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Brown Coal
 VIC1 ,LYA4,Existing Plant,Loy Yang A Power Station,AGL Loy Yang Marketing Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Brown Coal
 VIC1 ,LOYYB1,Existing Plant,Loy Yang B,Gippsland Power Pty Ltd ABN 30 077 851 079 / LYB Ventures Australia Pty Ltd ABN 57 055 984 499 / Traralgon Power Pty Ltd ABN 64 056 292 623 / Latrobe Power Pty Ltd ABN 42 055 983 563 / LYB Australia Limited ABN 87 055 563 785, Turbine - Steam Sub Critical ,Fossil - Brown Coal
 VIC1 ,LOYYB2,Existing Plant,Loy Yang B,Gippsland Power Pty Ltd ABN 30 077 851 079 / LYB Ventures Australia Pty Ltd ABN 57 055 984 499 / Traralgon Power Pty Ltd ABN 64 056 292 623 / Latrobe Power Pty Ltd ABN 42 055 983 563 / LYB Australia Limited ABN 87 055 563 785, Turbine - Steam Sub Critical ,Fossil - Brown Coal
 VIC1 ,,Project,Loy Yang B Power Station - BESS Stage 1 - KCI,Alinta Energy Clean Energy Development Pty Ltd, Storage - Battery ,Other - Other
 TAS1 ,,Project,LST02 Data Hall BESS,Firmus Grid P/L, Storage - Battery ,Other - Other
 NSW1 ,LUCAS2S2,Existing Plant,Lucas Heights 2,EDL LFG NSW Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 NSW1 ,LUCASHGT,Existing Plant,Lucas Heights 2,EDL LFG NSW Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 VIC1 ,,Project,LYA BESS,LOYYANGA, Storage - Battery ,Other - Other
 VIC1 ,MACARTH1,Existing Plant,Macarthur Wind Farm,Macarthur Wind Farm Pty Ltd and Meridian Wind Macarthur Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,MCINTYR1,Project,MacIntyre Wind Farm,Macintyre Windfarm Pty Ltd and Arc Energy Macintyre Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 TAS1 ,MACKNTSH,Existing Plant,Mackintosh,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 QLD1 ,,Project,Madeline Downs BESS,AGL Energy Limited, Storage - Battery ,Other - Other
 NSW1 ,,Project,Maison Dieu Solar Farm,terrainsolar_NR, Solar PV - Dual axis tracking ,Solar - Solar
 QLD1 ,,Project,Majors Creek Solar Power Station,Edify Energy Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Majors Creek Solar Power Station,Edify Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Mallee Wind Farm,Mallee Wind PTY LTD, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Mallee Wind Farm,Mallee Wind PTY LTD, Storage - Battery ,Wind - Wind
 VIC1 ,,Project,Malunga BESS - KCI,Green Switch Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Mangoplah BESS - KCI,Samsung C&T Renewable Energy Australia Pty Ltd., Storage - Battery ,Other - Other
 NSW1 ,MANSLR1,Existing Plant,Manildra Solar Farm,Manildra Prop Pty Ltd as trustee for the Manildra Asset Trust, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,MAPS2PV1,Existing Plant,Mannum Adelaide Pumping Station No 2 - MAPL2 (Palmer),South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,MAPS3PV1,Existing Plant,Mannum Adelaide Pumping Station No 3 - MAPL3 (Tungkillo),South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Mannum BESS,Mannum Stage 2 Battery SubCo Pty Ltd as Trustee for The Mannum Stage 2 Battery Unit Trust, Storage - Battery ,Other - Other
 SA1 ,MANNSF2,Existing Plant,Mannum Solar Farm 2,Mannum Stage 2 SubCo Pty Ltd as trustee for the Mannum Stage 2 Unit Trust, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Mansfield Solar Farm - Solar - KCI,Biscon Energy Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,,Project,Mansfield Solar Farm - Storage - KCI,Biscon Energy Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Maranbah Solar Farm,EEW ECO ENERGY WORLD PTY LTD, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Markaranka Solar and Storage,Monash Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Markaranka Solar and Storage,Monash Energy Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Marmadua Wind Farm (KCI),Cubico Sustainable Investments Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Existing Plant,Maroona Wind Farm,Myamba Developments Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Marulan - OCGT/CCGT,EnergyAustralia Marulan Pty Ltd, Turbine - Other ,Fossil - Natural Gas Pipeline
 NSW1 ,,Project,Marulan - OCGT/CCGT,EnergyAustralia Marulan Pty Ltd, Turbine - Other ,Fossil - Natural Gas Pipeline
 NSW1 ,,Project,Marulan Solar Farm,Marulan Solar Farm Pty Ltd, Solar PV - Dual axis tracking ,Solar - Solar
 QLD1 ,MARYRSF1,Existing Plant,Maryrorough Solar Farm,Maryrorough Solar Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Maryvale Solar and Energy Storage System,Maryvale Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Maryvale Solar and Energy Storage System,Maryvale Solar Farm Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Matthew Flinders College Senior,Matthew Flinders Anglican College, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Maules Creek BESS,FRV Services Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Maules Creek Solar Farm,FRV Services Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Maxwell Downs Bess - KCI,X-Elio Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Maxwell Downs Solar Farm - KCI,X-Elio Holbrook Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Maxwell Solar Farm,Malabar Coal, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,McMahons Reef Solar Farm,Enerparc Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Meadow Creek Solar Farm - KCI,Clean Technologies Partners, Solar PV - Fixed ,Solar - Solar
 TAS1 ,MEADOWBK,Existing Plant,Meadowbank,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 VIC1 ,,Project,Meering BESS,Virya Energy Pty Ltd, Storage - Battery ,Wind - Wind
 VIC1 ,,Project,Meering Wind Farm,Virya Energy Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Melbourne Grid Battery - KCI,Lumea, Storage - Battery ,Other - Other
 VIC1 ,,Existing Plant,Melbourne Regional Landfill,Landfill Operations Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 VIC1 ,,Project,Melbourne Renewable Energy Complex,Elgin Energy Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Melbourne Renewable Energy Hub - Side A,MREH Pty Ltd as trustee for MREH Asset Trust, Storage - Battery ,Other - Other
 VIC1 ,,Project,Melbourne Renewable Energy Hub - Side B,MREH Pty Ltd as trustee for MREH Asset Trust, Storage - Battery ,Other - Other
 VIC1 ,,Project,Melbourne Solar Farm - KCI,Emergent Technologies, Solar PV - Fixed ,Solar - Solar
 VIC1 ,,Project,Meredith Wind Farm - KCI,Acciona Energy Global Australia, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Merino Solar Farm,Merino Solar Farm Pty Ltd as trustee for Merino Solar Farm Trust, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Merino Solar Farm,Merino Solar Farm Pty Ltd as trustee for Merino Solar Farm Trust, Storage - Battery ,Other - Other
 NSW1 ,,Project,Merriwa BESS 1,Valent Energy, Storage - Battery ,Other - Other
 NSW1 ,METZSF1,Existing Plant,Metz Solar Farm,Metz ProjectCo Pty Ltd as trustee for Metz ProjectCo Trust, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Mica Creek Solar Farm,APA Group, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Middlebrook Solar Farm,Middlebrook Solar Farm Pty Ltd as trustee for MSF Project Trust, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Middlebrook Solar Farm,Middlebrook Solar Farm Pty Ltd as trustee for MSF Project Trust, Storage - Battery ,Solar - Solar
 QLD1 ,MIDDLSF1,Existing Plant,Middlemount Solar Farm,Capricorn SF No1 Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 TAS1 ,,Existing Plant,Midlands Hydro,TBA, Hydro - Dam ,Hydro - Water
 VIC1 ,,Project,Mildura Power Station,Ceramet, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Miles BESS Project,TBSOL, Storage - Battery ,Other - Other
 QLD1 ,,Project,Miles Solar Project,Vena Energy, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Millmerran BESS - Storage,Millmerran Power Partners, Storage - Battery ,Other - Other
 QLD1 ,MPP_1,Existing Plant,Millmerran Power Plant,Millmerran Power Partners, Turbine - Steam Super Critical ,Fossil - Black Coal
 QLD1 ,MPP_2,Existing Plant,Millmerran Power Plant,Millmerran Power Partners, Turbine - Steam Super Critical ,Fossil - Black Coal
 QLD1 ,,Project,Millmerran Wind Farm,Millmerran Power Partners, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,MINTARO,Existing Plant,Mintaro GT,Synergen Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 QLD1 ,,Project,Miriam Vale Solar Farm - A,Private Energy Partners, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Miriam Vale Solar Farm - A,Private Energy Partners, Storage - Battery ,Solar - Solar
 QLD1 ,,Project,Miriam Vale Solar Farm - B,Private Energy Partners, Solar PV - Fixed ,Solar - Solar
